30.000	77681.786
34.000	66108.586
38.000	58839.814
42.000	65610.210
46.000	75720.392
50.000	47520.128
54.000	68886.918
58.000	74913.242
62.000	119815.875
66.000	59753.776
70.000	58347.555
74.000	55409.065
78.000	51010.839
82.000	61890.971
86.000	24542.538
90.000	58316.977
94.000	73288.371
98.000	74354.940
102.000	68738.457
106.000	63581.289
110.000	82578.129
114.000	39897.227
118.000	56636.231
122.000	95655.859
126.000	71238.492
130.000	111874.411
134.000	77628.978
138.000	68488.669
142.000	64682.479
146.000	59611.927
150.000	61341.927
154.000	54252.367
158.000	68633.888
162.000	72116.727
166.000	94441.985
170.000	65121.727
174.000	22790.345
178.000	59535.504
182.000	79603.506
186.000	46857.489
190.000	59365.836
194.000	66996.051
198.000	67804.024
202.000	51353.351
206.000	42206.593
210.000	54451.345
214.000	64982.246
218.000	22951.050
222.000	50119.494
226.000	64048.737
230.000	43627.851
234.000	89213.433
238.000	103486.233
242.000	67820.396
246.000	205622.848
250.000	49591.065
254.000	50454.998
258.000	75400.089
262.000	67223.891
266.000	81437.786
270.000	42502.435
274.000	44593.469
278.000	51348.808
282.000	77350.723
286.000	75976.577
290.000	62255.260
294.000	64700.262
298.000	70356.653
302.000	2226240.107
306.000	60868.525
310.000	61129.404
314.000	74314.327
318.000	50452.220
322.000	59382.537
326.000	55391.970
330.000	61601.005
334.000	61753.256
338.000	61579.549
342.000	59314.781
346.000	54293.299
350.000	59052.504
354.000	64935.603
358.000	93198.393
362.000	2262391.983
366.000	42520.855
370.000	75456.118
374.000	46532.150
378.000	52804.504
382.000	41885.908
386.000	78083.380
390.000	42662.574
394.000	65442.676
398.000	69169.969
402.000	74466.539
406.000	55915.748
410.000	120419.437
414.000	36227.440
418.000	79981.901
422.000	75473.777
426.000	62497.110
430.000	58983.501
434.000	68903.953
438.000	77027.411
442.000	71538.890
446.000	99489.940
450.000	63317.867
454.000	68337.628
458.000	66397.438
462.000	86788.344
466.000	90196.704
470.000	24297.077
474.000	47022.664
478.000	64962.005
482.000	96180.194
486.000	60707.052
490.000	60390.539
494.000	55429.170
498.000	76927.205
502.000	70461.695
506.000	29861.290
510.000	131669.592
514.000	76568.513
518.000	52986.617
522.000	60484.610
526.000	83740.793
530.000	77242.138
534.000	43002.741
538.000	77454.620
542.000	63032.313
546.000	68460.265
550.000	44107.135
554.000	71246.361
558.000	84567.925
562.000	2349852.923
566.000	74755.189
570.000	80538.032
574.000	57346.239
578.000	98135.981
582.000	53194.920
586.000	50599.030
590.000	60047.893
594.000	30362.921
598.000	63306.934
602.000	61778.668
