2103.916
2103.584
2110.646
2107.188
2107.272
2072.164
2070.414
2072.251
2459.304	122374.964	11215.063	1898974.667
2444.185	123490.025	11169.634	1876514.745
2440.543	123320.413	11221.023	1869479.405
2467.110	123066.868	11181.021	1967479.918
2474.935	122541.983	11210.774	1849666.032
2471.860	121427.478	11202.536	1924097.693
2440.857	122999.432	11231.624	1873493.126
2453.638	122621.477	11161.897	1892796.087
2461.099	122349.951	11202.795	1880558.765
2078.357	-16555161.323	73369232.726	-25309592.312
2071.785	-14968224.766	99007770.422	-24087003.618
2073.867	-18908486.645	-318947692.011	-24424093.436
2073.216	-16479199.123	196073467.877	-30375409.807
2075.363	-15094040.168	82243083.331	-39704521.269
2068.484	-17439434.638	167154266.337	-27503290.622
2075.137	-16037672.685	208072970.492	-32345801.225
2072.915	-15687412.572	-928979095.706	-30642067.810
2075.439	-14143007.836	101977397.766	-27721724.152
2073.546	-15094040.168	-1278236811.394	-41107318.081
2071.893	-17439434.638	-928979095.706	-33270746.682
2072.220	-14906100.345	-150042362.906	-29353627.623
2074.828	-17439434.638	105130674.780	-37976575.291
2072.272	-15825664.528	-729621671.464	-24596201.373
2330.263	-14722783.141	237092641.577	-28398350.676
2325.284	-13869912.969	221636931.859	-18774974.963
2331.370	-15966374.958	108485181.124	-24770752.092
31307.543	-15030869.188	139684528.715	-49223104.031
31223.345	-15418030.782	108485181.124	-33270746.682
31028.081	-16329346.989	536256894.490	-28169168.126
30375.659	-14783385.822	115880183.821	-29353627.623
30200.770	-14312088.548	105130674.780	-37567836.002
31265.387	-16631827.074	68908205.058	-37567836.002
32221.922	-13977875.464	63740748.490	-39257958.936
31861.139	-13711060.469	68908205.058	-28398350.676
31819.225	-15157744.372	62567752.676	-27943655.095
32075.037	-15966374.958	46358519.705	-45980966.002
31684.914	-12968421.979	91053237.646	-25682034.595
31795.987	-14032489.454	82243083.331	-34589555.770
31800.051	-16866144.751	74987428.967	-57304191.218
32489.125	-14603056.255	58277892.538	-28868088.519
31741.510	-13255609.863	237092641.577	-27076590.238
31999.597	-16945724.761	108485181.124	-31757222.142
32110.227	-12516465.260	536256894.490	-26868166.866
31834.057	-13304715.724	208072970.492	-27943655.095
31698.756	-13977875.464	129078315.826	-33270746.682
32017.835	-14198922.431	63740748.490	-34589555.770
32062.636	-13555805.452	76678615.349	-39257958.936
32052.899	-15352124.712	129078315.826	-29108833.498
31671.948	-14722783.141	112060814.144	-44800627.453
31580.340	-14143007.836	275518911.835	-26460800.269
31690.391	-14427073.036	463198695.208	-41597207.122
32004.890	-15221988.581	56346246.394	-31189680.366
32015.187	-14906100.345	134172145.293	-34935757.760
31510.912	-14198922.431	463198695.208	-42612869.478
31906.671	-16037672.685	82243083.331	-30913449.124
32021.662	-14427073.036	-5152462021.488	-27721724.152
32011.067	-15484505.156	328810085.852	-49223104.031
31622.776	-16945724.761	783372318.200	-40161359.858
31312.891	-17189035.300	134172145.293	-31470892.719
31406.066	-14968224.766	1017905593.975	-45980966.002
32094.545	-13062758.541	115880183.821	-34935757.760
32206.428	-16255438.297	60346680.434	-27076590.238
31923.048	-16037672.685	105130674.780	-36392757.697
31431.574	-14198922.431	134172145.293	-24947797.970
32002.243	-13711060.469	67539352.791	-27503290.622
31416.265	-13354186.766	63740748.490	-31189680.366
31988.723	-14968224.766	105130674.780	-31189680.366
31956.145	-12560238.389	80300645.325	-35288959.989
32016.658	-13977875.464	152189783.643	-27288272.478
32012.244	-13977875.464	119969091.383	-29855778.922
31324.155	-13504832.177	152189783.643	-32048809.585
31892.064	-13607164.976	196073467.877	-34935757.760
32217.451	-15352124.712	73369232.726	-30375409.807
31482.430	-13923684.938	101977397.766	-28169168.126
32075.628	-14087531.891	145669264.498	-33917336.242
31764.669	-16182195.631	463198695.208	-30913449.124
32181.134	-15619188.474	54538542.633	-31757222.142
32248.772	-13816554.727	134172145.293	-42612869.478
31383.145	-14143007.836	91053237.646	-34589555.770
31934.170	-13869912.969	783372318.200	-30113352.866
32041.104	-15157744.372	159321406.680	-37976575.291
31779.740	-14143007.836	208072970.492	-37567836.002
31974.334	-11777641.986	159321406.680	-32956609.401
32029.024	-14255280.899	536256894.490	-41107318.081
32003.126	-15286779.690	237092641.577	-33270746.682
31962.303	-14312088.548	93558821.151	-23129342.778
31260.898	-14844489.478	55427659.432	-26065601.906
31915.443	-13658915.157	208072970.492	-44232894.808
31544.874	-15966374.958	185382516.582	-25309592.312
32029.907	-16555161.323	68908205.058	-41107318.081
31860.556	-16255438.297	167154266.337	-36776196.611
31977.563	-15030869.188	88678357.053	-27503290.622
32046.706	-15619188.474	64958566.347	-33270746.682
31861.139	-15286779.690	185382516.582	-36392757.697
31521.749	-13158477.630	299814827.343	-45980966.002
32050.539	-15825664.528	221636931.859	-40161359.858
31474.464	-17107159.150	63740748.490	-37567836.002
32136.595	-15094040.168	221636931.859	-38394306.607
31435.546	-15418030.782	66223825.368	-46594769.941
32088.926	-16037672.685	175797136.940	-42612869.478
31582.345	-14087531.891	208072970.492	-32956609.401
31476.455	-12921762.819	-114630992.452	-36392757.697
32149.350	-14032489.454	93558821.151	-52957134.773
32106.083	-12875438.206	86424212.228	-44800627.453
31471.051	-12875438.206	108485181.124	-39704521.269
32203.153	-13158477.630	-192523532.880	-39257958.936
31973.453	-12344381.831	364014090.780	-34589555.770
31479.869	-13977875.464	1017905593.975	-32048809.585
32149.350	-13304715.724	196073467.877	-42612869.478
32165.680	-12176966.029	-351965505.786	-35288959.989
31912.226	-14312088.548	636677034.045	-45980966.002
31846.864	-13977875.464	-1278236811.394	-33917336.242
32117.333	-17610460.236	129078315.826	-38821329.980
31976.388	-16109610.028	254865526.056	-40628833.547
31451.726	-16631827.074	66223825.368	-32956609.401
32089.222	-14143007.836	208072970.492	-47225183.042
31701.641	-12968421.979	407660168.563	-30642067.810
32079.764	-13158477.630	1452883273.556	-53772970.874
32217.153	-13923684.938	145669264.498	-74405731.194
31822.132	-13062758.541	254865526.056	-45980966.002
31537.733	-12472996.175	463198695.208	-33590930.210
32031.675	-14662675.297	152189783.643	-37167801.490
31608.427	-13206865.155	105130674.780	-37976575.291
