30.000	3826.329
34.000	41595.875
38.000	91231.514
42.000	3673.706
46.000	62534.476
50.000	79001.344
54.000	52998.388
58.000	95284.784
62.000	64021.894
66.000	31689.785
70.000	45436.761
74.000	65543.167
78.000	48826.895
82.000	67946.615
86.000	70542.612
90.000	70766.059
94.000	99883.675
98.000	57144.516
102.000	73374.987
106.000	52163.528
110.000	65633.701
114.000	76710.169
118.000	3351.980
122.000	3219.131
126.000	73668.151
130.000	109841.486
134.000	35262.916
138.000	52428.142
142.000	82923.564
146.000	73230.279
150.000	58175.543
154.000	61028.185
158.000	3097.678
162.000	40328.234
166.000	3109.095
170.000	80652.727
174.000	47176.799
178.000	77429.824
182.000	82356.119
186.000	68690.874
190.000	58541.440
194.000	57578.408
198.000	93399.581
202.000	36790.617
206.000	65718.036
210.000	42867.355
214.000	28297.801
218.000	3215.053
222.000	50925.291
226.000	71290.840
230.000	56747.702
234.000	102497.086
238.000	65481.678
242.000	3398.330
246.000	3274.646
250.000	78891.115
254.000	81287.825
258.000	53773.177
262.000	28569.611
266.000	97214.000
270.000	3213.176
274.000	35116.543
278.000	58335.828
282.000	3822.758
286.000	77727.205
290.000	50630.953
294.000	3338.180
298.000	75403.027
302.000	1431195.262
306.000	40908.717
310.000	77863.610
314.000	9305.732
318.000	45855.625
322.000	54317.515
326.000	36328.329
330.000	34226.636
334.000	54488.145
338.000	119897.954
342.000	53931.379
346.000	10927.502
350.000	2695.296
354.000	32831.329
358.000	72212.270
362.000	3648.630
366.000	2826.794
370.000	52269.837
374.000	5628.061
378.000	3042.857
382.000	73396.943
386.000	3740.116
390.000	49693.163
394.000	23778.508
398.000	3109.346
402.000	70153.438
406.000	36172.847
410.000	3313.701
414.000	3091.497
418.000	89751.609
422.000	84307.543
426.000	47589.667
430.000	2543.485
434.000	71778.169
438.000	3280.207
442.000	3381.759
446.000	90839.861
450.000	59953.523
454.000	65673.055
458.000	3210.504
462.000	90789.188
466.000	119850.095
470.000	52233.073
474.000	44502.874
478.000	74119.649
482.000	56151.751
486.000	47166.258
490.000	3001.659
494.000	69920.922
498.000	38246.003
502.000	57067.645
506.000	56924.663
510.000	33399.988
514.000	30082.294
518.000	166761.470
522.000	49832.231
526.000	62022.012
530.000	3595.157
534.000	3031.493
538.000	3517.572
542.000	50760.896
546.000	60231.069
550.000	55579.981
554.000	86542.077
558.000	76244.015
562.000	2149971.015
566.000	89803.909
570.000	83033.479
574.000	60386.141
578.000	36850.406
582.000	3628.327
586.000	46316.380
590.000	3987.847
594.000	71676.100
598.000	36366.906
602.000	64958.977
606.000	25779.721
610.000	14559.816
614.000	15657.973
618.000	2672.670
622.000	2911.021
626.000	3624.177
630.000	231490.718
634.000	3840.225
638.000	3090.710
642.000	2814.250
646.000	2541.112
650.000	3231.805
654.000	2946.781
658.000	2767.989
662.000	3793.502
666.000	3063.060
670.000	3903.405
674.000	2731.206
678.000	2763.181
682.000	2203424.284
686.000	8056.408
690.000	3650.205
694.000	2412.138
698.000	2926.882
702.000	3652.641
706.000	2762.714
710.000	2709.439
714.000	2747.635
718.000	2780.548
722.000	4038.550
726.000	2641.633
730.000	4692.940
734.000	3776.470
738.000	2738.872
742.000	2969.558
746.000	2920.482
750.000	12791.626
754.000	3100.933
758.000	2873.374
762.000	2751.528
766.000	3253.479
770.000	3095.585
774.000	9387.148
778.000	2997.676
782.000	2157696.075
786.000	3728.742
790.000	3405.364
794.000	2624.709
798.000	3233.263
802.000	2854.039
806.000	2884.537
810.000	5261.941
814.000	3323.761
818.000	2815.612
822.000	3133.025
826.000	2728.945
830.000	2923.953
834.000	5546.421
838.000	3138.995
842.000	3309.776
846.000	3004.136
850.000	2981.743
854.000	2750.933
858.000	3209.266
862.000	3210.263
866.000	3601.875
870.000	2693.567
874.000	3738.946
878.000	2684.926
882.000	2698.884
886.000	2697.953
890.000	3369.027
894.000	2936.083
898.000	2976.001
902.000	3112.036
906.000	2895.252
910.000	3264.254
914.000	3573.614
918.000	2774.341
922.000	2888.269
926.000	2490.135
930.000	4010.937
934.000	2943.840
938.000	4076.241
942.000	2621.006
946.000	4335.141
950.000	3796.088
