0.000	2.500	1.800	3215.567	1.000
8.000	2.500	3.800	2201.611	1.000
16.000	2.600	2.400	3901.314	1.000
24.000	2.400	2.200	2982.225	1.000
32.000	2.300	3.400	2820.335	1.000
40.000	2.600	1.600	3977.944	1.000
48.000	2.800	2.400	2476.505	1.000
56.000	2.400	2.600	2478.588	1.000
64.000	2.700	4.600	2593.102	1.000
72.000	2.300	4.000	2299.525	1.000
80.000	2.700	4.000	2199.738	1.000
88.000	2.500	4.600	2485.708	1.000
96.000	2.500	2.400	2831.319	1.000
104.000	2.900	2.400	2515.379	1.000
112.000	2.400	4.600	2364.678	1.000
120.000	2.500	1.800	3357.029	1.000
128.000	2.500	2.200	3020.955	1.000
136.000	2.100	2.000	2594.607	1.000
144.000	2.700	3.200	2261.088	1.000
152.000	2.600	4.200	2597.302	1.000
160.000	2.400	1.800	2831.826	1.000
168.000	2.600	4.600	2440.991	1.000
176.000	2.600	3.400	2383.339	1.000
184.000	2.300	1.600	5723.345	1.000
192.000	2.500	4.200	2337.096	1.000
200.000	2.300	4.600	2286.245	1.000
208.000	2.600	4.800	2503.844	1.000
216.000	2.500	4.000	2434.070	1.000
224.000	2.300	1.800	2549.648	1.000
232.000	2.500	3.400	3881.116	1.000
240.000	2.800	3.200	2316.141	1.000
248.000	2.500	1.800	3555.362	1.000
256.000	2.400	4.600	2364.626	1.000
264.000	2.600	4.200	2904.457	1.000
272.000	2.400	2.600	2375.349	1.000
280.000	2.700	2.000	4434.948	1.000
288.000	2.500	2.800	2530.656	1.000
296.000	2.500	2.800	2809.477	1.000
304.000	2.700	1.800	3209.292	1.000
312.000	2.600	4.600	2708.545	1.000
320.000	2.500	3.600	2493.276	1.000
328.000	2.400	2.400	2697.237	1.000
336.000	2.400	3.400	2402.836	1.000
344.000	2.400	4.000	2262.807	1.000
352.000	2.500	3.000	2178.906	1.000
360.000	2.400	2.000	2381.711	1.000
368.000	2.500	2.200	3026.372	1.000
376.000	2.600	4.400	2468.225	1.000
384.000	2.300	3.200	2555.951	1.000
392.000	2.300	1.600	3671.763	1.000
400.000	2.500	2.800	2540.218	1.000
408.000	2.400	1.600	3660.579	1.000
416.000	2.600	3.200	2495.139	1.000
424.000	1.700	2.800	2576.386	1.000
432.000	1.900	3.800	2685.841	1.000
440.000	2.200	1.600	3328.581	1.000
448.000	2.400	4.400	2520.266	1.000
456.000	2.600	2.800	2352.143	1.000
464.000	2.600	2.600	2756.997	1.000
472.000	2.600	2.200	2898.987	1.000
480.000	2.700	2.000	2488.423	1.000
488.000	2.500	4.400	2454.162	1.000
496.000	2.500	4.800	2425.243	1.000
504.000	2.300	4.800	2197.436	1.000
512.000	2.300	2.600	2465.283	1.000
520.000	2.500	1.600	3934.055	1.000
528.000	2.500	1.800	3937.083	1.000
536.000	2.600	2.400	3251.913	1.000
544.000	2.500	5.000	2522.050	1.000
552.000	2.500	1.600	3265.146	1.000
560.000	2.400	3.000	2195.097	1.000
568.000	2.600	3.000	2799.383	1.000
576.000	2.500	3.000	2724.823	1.000
584.000	2.700	2.000	2615.889	1.000
592.000	2.800	2.200	3172.185	1.000
600.000	2.500	3.000	2606.369	1.000
608.000	2.600	4.800	2297.814	1.000
616.000	2.500	4.800	2439.623	1.000
624.000	2.400	2.000	3124.609	1.000
632.000	2.400	2.400	2779.966	1.000
640.000	2.500	5.000	2567.361	1.000
648.000	2.400	4.200	3438.953	1.000
656.000	2.600	1.600	3919.172	1.000
664.000	2.600	1.600	3062.884	1.000
672.000	2.700	1.800	3517.844	1.000
680.000	2.600	3.000	2213.839	1.000
688.000	2.800	1.600	4091.396	1.000
696.000	2.400	1.000	2738.313	1.000
704.000	2.500	3.000	2256.627	1.000
712.000	2.600	2.600	2362.688	1.000
720.000	2.500	2.000	3902.000	1.000
728.000	2.600	2.400	2955.921	1.000
736.000	3.300	2.800	2711.162	1.000
744.000	2.400	1.800	3837.825	1.000
752.000	2.400	4.800	2670.434	1.000
760.000	2.600	3.200	2610.822	1.000
768.000	2.400	2.000	3148.906	1.000
776.000	2.500	4.000	2447.144	1.000
784.000	2.600	3.200	2510.825	1.000
792.000	2.900	2.000	2959.015	1.000
800.000	2.200	3.600	2557.517	1.000
808.000	2.600	2.200	2746.484	1.000
816.000	2.700	2.600	2444.228	1.000
824.000	2.500	3.800	3407.978	1.000
832.000	2.500	2.800	2387.315	1.000
840.000	2.500	1.600	9006.261	1.000
848.000	2.600	4.400	2325.502	1.000
856.000	2.500	3.200	2767.482	1.000
864.000	2.600	3.800	2177.296	1.000
872.000	2.600	4.200	2272.341	1.000
880.000	2.500	3.000	2454.520	1.000
888.000	2.300	2.400	4505.833	1.000
896.000	2.500	2.400	2785.317	1.000
904.000	2.600	2.000	5733.208	1.000
912.000	2.700	1.600	4025.548	1.000
920.000	2.600	2.000	3221.310	1.000
928.000	2.900	2.600	2206.514	1.000
936.000	2.500	4.000	2361.554	1.000
944.000	2.300	1.600	3905.811	1.000
952.000	2.200	1.800	2742.086	1.000
960.000	2.700	2.200	2689.691	1.000
968.000	2.600	5.000	2252.898	1.000
976.000	2.600	3.000	2880.899	1.000
984.000	2.400	5.000	2894.371	1.000
992.000	2.700	3.200	2516.742	1.000
1000.000	2.700	4.800	2217.786	1.000
1008.000	1.800	1.600	4025.431	1.000
1016.000	2.500	2.600	2910.102	1.000
1024.000	2.600	2.800	2561.677	1.000
1032.000	2.600	4.000	2778.498	1.000
1040.000	2.400	3.000	2789.572	1.000
1048.000	2.500	1.000	2895.040	1.000
1056.000	2.500	4.800	2364.697	1.000
1064.000	2.700	2.000	3026.102	1.000
1072.000	2.300	1.600	4246.016	1.000
1080.000	2.400	5.000	2258.357	1.000
1088.000	2.500	3.400	2799.495	1.000
1096.000	2.500	4.800	2908.100	1.000
1104.000	2.300	2.200	2494.326	1.000
1112.000	2.400	5.000	2405.400	1.000
1120.000	2.800	1.800	3267.103	1.000
1128.000	2.500	4.800	2730.901	1.000
1136.000	2.800	2.000	3561.674	1.000
1144.000	2.600	2.200	2336.563	1.000
1152.000	2.300	1.800	3169.933	1.000
1160.000	2.700	3.600	2236.731	1.000
1168.000	2.600	4.600	2189.392	1.000
1176.000	2.500	3.000	2180.302	1.000
1184.000	2.500	2.400	2609.822	1.000
1192.000	2.500	2.600	3322.412	1.000
1200.000	1.700	1.800	3165.528	1.000
1208.000	2.700	1.800	4718.901	1.000
1216.000	2.300	4.800	2214.915	1.000
1224.000	2.400	2.000	3430.802	1.000
1232.000	2.500	1.800	3139.239	1.000
1240.000	2.800	2.200	3025.126	1.000
1248.000	2.000	2.200	2705.740	1.000
1256.000	2.500	2.800	2626.062	1.000
1264.000	2.600	2.800	2358.029	1.000
1272.000	2.500	2.600	4262.462	1.000
1280.000	2.400	4.600	2241.793	1.000
1288.000	2.500	3.800	2371.444	1.000
1296.000	2.600	2.400	2516.167	1.000
1304.000	2.700	1.600	3841.554	1.000
1312.000	2.500	3.600	2891.737	1.000
1320.000	2.500	2.400	2668.797	1.000
1328.000	2.500	1.600	7190.948	1.000
1336.000	2.600	2.400	2863.004	1.000
1344.000	2.600	3.000	2333.072	1.000
1352.000	2.600	1.600	8261.731	1.000
1360.000	2.500	2.200	2640.331	1.000
1368.000	2.400	2.000	3142.789	1.000
1376.000	1.700	1.600	4216.112	1.000
1384.000	2.600	2.000	2803.956	1.000
1392.000	2.600	4.000	2466.896	1.000
1400.000	2.400	2.000	2876.804	1.000
1408.000	2.300	2.600	2550.654	1.000
1416.000	2.500	2.200	2786.494	1.000
1424.000	2.600	1.600	3709.753	1.000
1432.000	2.500	1.600	3874.795	1.000
1440.000	2.500	2.600	2465.946	1.000
1448.000	1.600	1.800	3090.833	1.000
1456.000	2.600	3.400	3003.353	1.000
1464.000	2.400	2.200	2718.040	1.000
1472.000	2.500	3.400	2428.651	1.000
1480.000	2.600	2.400	2386.772	1.000
1488.000	2.600	2.200	3595.960	1.000
1496.000	2.400	2.800	2483.749	1.000
1504.000	2.600	2.400	2960.375	1.000
1512.000	2.500	1.800	3320.834	1.000
1520.000	2.600	2.000	3139.135	1.000
1528.000	2.700	1.800	3178.203	1.000
1536.000	2.600	3.800	2296.905	1.000
1544.000	2.400	2.400	2857.205	1.000
1552.000	2.500	3.600	2377.667	1.000
1560.000	2.500	3.800	2440.459	1.000
1568.000	2.400	3.200	2311.600	1.000
1576.000	2.500	4.000	2194.158	1.000
1584.000	2.600	2.800	2203.689	1.000
1592.000	2.600	2.000	3401.156	1.000
1600.000	2.600	4.200	2185.478	1.000
1608.000	2.700	2.200	2646.935	1.000
1616.000	2.600	2.600	3704.229	1.000
1624.000	2.500	2.000	2902.490	1.000
1632.000	2.600	4.600	2309.398	1.000
1640.000	2.400	2.200	2482.339	1.000
1648.000	2.700	3.400	2400.361	1.000
1656.000	2.400	2.400	3250.623	1.000
1664.000	2.100	5.000	2800.045	1.000
1672.000	2.800	3.600	2233.427	1.000
1680.000	2.500	2.600	2439.614	1.000
1688.000	2.300	4.800	2809.119	1.000
