104.000	0.450	1.700	57724.222	0.000	0.000	10719099.000
104.000	0.450	1.701	58124.964	0.000	0.000	10719100.000
104.000	0.450	1.702	59569.414	0.000	0.000	10719101.000
104.000	0.460	1.700	58581.517	0.000	0.000	10719102.000
104.000	0.460	1.701	54507.334	0.000	0.000	10719103.000
104.000	0.460	1.702	54461.309	0.000	0.000	10719104.000
104.000	0.470	1.700	56753.529	0.000	0.000	10719105.000
104.000	0.470	1.701	58860.698	0.000	0.000	10719106.000
104.000	0.470	1.702	56889.798	0.000	0.000	10719107.000
104.000	0.480	1.700	58914.462	0.000	0.000	10719108.000
104.000	0.480	1.701	60225.551	0.000	0.000	10719109.000
104.000	0.480	1.702	57967.281	0.000	0.000	10719110.000
104.000	0.490	1.700	60090.475	0.000	0.000	10719111.000
104.000	0.490	1.701	57236.641	0.000	0.000	10719112.000
104.000	0.490	1.702	47018.158	0.000	0.000	10719113.000
104.000	0.500	1.700	48327.517	0.000	0.000	10719114.000
104.000	0.500	1.701	49073.803	0.000	0.000	10719115.000
104.000	0.500	1.702	51735.129	0.000	0.000	10719116.000
104.000	0.510	1.700	49742.418	0.000	0.000	10719117.000
104.000	0.510	1.701	49005.447	0.000	0.000	10719118.000
104.000	0.510	1.702	49637.500	0.000	0.000	10719119.000
104.000	0.520	1.700	49422.674	0.000	0.000	10719120.000
104.000	0.520	1.701	50089.367	0.000	0.000	10719121.000
104.000	0.520	1.702	48891.255	0.000	0.000	10719122.000
104.000	0.530	1.700	48963.423	0.000	0.000	10719123.000
104.000	0.530	1.701	48710.741	0.000	0.000	10719124.000
104.000	0.530	1.702	49118.788	0.000	0.000	10719125.000
104.000	0.540	1.700	48422.925	0.000	0.000	10719126.000
104.000	0.540	1.701	48729.823	0.000	0.000	10719127.000
104.000	0.540	1.702	49440.213	0.000	0.000	10719128.000
104.000	0.550	1.700	48750.967	0.000	0.000	10719129.000
104.000	0.550	1.701	48239.164	0.000	0.000	10719130.000
104.000	0.550	1.702	48109.233	0.000	0.000	10719131.000
104.000	0.560	1.700	52693.941	0.000	0.000	10719132.000
104.000	0.560	1.701	44291.671	0.000	0.000	10719133.000
104.000	0.560	1.702	44996.049	0.000	0.000	10719134.000
104.000	0.570	1.700	48219.797	0.000	0.000	10719135.000
104.000	0.570	1.701	43800.952	0.000	0.000	10719136.000
104.000	0.570	1.702	49256.327	0.000	0.000	10719137.000
104.000	0.580	1.700	53159.604	0.000	0.000	10719138.000
104.000	0.580	1.701	22079.432	0.000	0.000	10719139.000
104.000	0.580	1.702	27476.406	0.000	0.000	10719140.000
104.000	0.590	1.700	26418.715	0.000	0.000	10719141.000
104.000	0.590	1.701	14277.837	0.000	0.000	10719142.000
104.000	0.590	1.702	13144.055	0.000	0.000	10719143.000
104.000	0.600	1.700	6612.968	0.000	1.000	10719144.000
112.000	0.450	1.700	27873.079	0.000	0.000	10719145.000
112.000	0.450	1.701	26875.346	0.000	0.000	10719146.000
112.000	0.450	1.702	16684.379	0.000	0.000	10719147.000
112.000	0.460	1.700	18454.257	0.000	0.000	10719148.000
112.000	0.460	1.701	19657.107	0.000	0.000	10719149.000
112.000	0.460	1.702	18319.627	0.000	0.000	10719150.000
112.000	0.470	1.700	16657.329	0.000	0.000	10719151.000
112.000	0.470	1.701	16780.356	0.000	0.000	10719152.000
112.000	0.470	1.702	16576.387	0.000	0.000	10719153.000
112.000	0.480	1.700	16749.208	0.000	0.000	10719154.000
