0.000	0.010	0.000	10912.815
8.000	0.011	0.000	9646.379
16.000	0.009	0.000	11296.343
24.000	0.010	0.000	10554.742
32.000	0.010	0.000	10917.357
40.000	0.009	0.000	11701.213
48.000	0.010	0.000	10877.740
56.000	0.011	0.000	9289.548
64.000	0.009	0.000	11524.061
72.000	0.011	0.000	9288.991
80.000	0.010	0.000	10917.735
88.000	0.009	0.000	11580.986
96.000	0.010	0.000	10624.414
104.000	0.010	0.000	11153.051
112.000	0.010	0.000	10201.010
120.000	0.010	0.000	10917.357
128.000	0.010	0.000	10529.943
136.000	0.009	0.000	11258.085
144.000	0.011	0.000	10103.061
152.000	0.010	0.000	11119.238
160.000	0.010	0.000	11064.996
168.000	0.010	0.000	10853.727
176.000	0.009	0.000	11975.544
184.000	0.011	0.000	9583.890
192.000	0.010	0.000	10537.726
200.000	0.010	0.000	10561.137
208.000	0.010	0.000	10839.143
216.000	0.010	0.000	10520.761
224.000	0.010	0.000	10540.558
232.000	0.010	0.000	10560.426
240.000	0.009	0.000	11256.078
248.000	0.009	0.000	11721.555
256.000	0.010	0.000	11111.010
264.000	0.002	0.000	72023.445
272.000	0.011	0.000	9249.560
280.000	0.010	0.000	11203.742
288.000	0.009	0.000	11390.003
296.000	0.010	0.000	10547.291
304.000	0.010	0.000	10982.466
312.000	0.010	0.000	10555.098
320.000	0.010	0.000	11191.425
328.000	0.010	0.000	10736.623
336.000	0.010	0.000	11027.828
344.000	0.010	0.000	10503.847
352.000	0.012	0.000	9135.840
360.000	0.010	0.000	10619.383
368.000	0.011	0.000	9986.061
376.000	0.010	0.000	10115.821
384.000	0.011	0.000	9846.016
392.000	0.009	0.000	11334.444
400.000	0.010	0.000	10929.864
408.000	0.010	0.000	10785.986
416.000	0.009	0.000	11378.522
424.000	0.010	0.000	10178.094
432.000	0.009	0.000	11676.203
440.000	0.010	0.000	10357.346
448.000	0.010	0.000	10143.079
456.000	0.010	0.000	11098.496
464.000	0.010	0.000	10972.137
472.000	0.011	0.000	10065.612
480.000	0.010	0.000	10257.889
488.000	0.010	0.000	10773.420
496.000	0.011	0.000	10085.444
504.000	0.010	0.000	10414.509
512.000	0.011	0.000	9728.775
520.000	0.010	0.000	10742.127
528.000	0.010	0.000	11094.591
536.000	0.009	0.000	11569.558
544.000	0.011	0.000	10021.341
552.000	0.010	0.000	10435.318
560.000	0.010	0.000	10551.548
568.000	0.010	0.000	10375.532
576.000	0.010	0.000	11062.278
584.000	0.010	0.000	10984.381
592.000	0.009	0.000	12241.203
600.000	0.011	0.000	10093.919
608.000	0.010	0.000	10773.420
616.000	0.010	0.000	11040.191
624.000	0.010	0.000	11207.721
632.000	0.009	0.000	11352.770
640.000	0.010	0.000	10464.234
648.000	0.010	0.000	10424.557
656.000	0.010	0.000	10883.006
664.000	0.010	0.000	11126.691
672.000	0.010	0.000	10637.732
680.000	0.009	0.000	11353.994
688.000	0.010	0.000	10632.689
696.000	0.010	0.000	10869.849
704.000	0.011	0.000	9881.304
712.000	0.010	0.000	10676.790
720.000	0.010	0.000	10189.706
728.000	0.011	0.000	9800.466
736.000	0.010	0.000	10166.507
744.000	0.010	0.000	10653.973
752.000	0.011	0.000	10058.478
760.000	0.010	0.000	10777.483
768.000	0.011	0.000	9670.688
776.000	0.001	0.000	88050.296
784.000	0.010	0.000	10753.888
792.000	0.011	0.000	10068.858
800.000	0.011	0.000	9788.141
808.000	0.011	0.000	10072.431
816.000	0.011	0.000	9882.871
824.000	0.010	0.000	10653.612
832.000	0.010	0.000	10915.086
840.000	0.010	0.000	10946.584
848.000	0.010	0.000	11173.592
856.000	0.010	0.000	10508.071
864.000	0.010	0.000	10721.605
872.000	0.010	0.000	10808.229
880.000	0.010	0.000	10218.678
888.000	0.010	0.000	10456.555
896.000	0.011	0.000	10041.330
904.000	0.010	0.000	11105.532
912.000	0.010	0.000	10348.788
920.000	0.009	0.000	11421.690
928.000	0.010	0.000	10906.388
936.000	0.010	0.000	10784.506
944.000	0.010	0.000	10867.972
952.000	0.010	0.000	10571.812
960.000	0.011	0.000	9786.602
968.000	0.010	0.000	10797.467
976.000	0.010	0.000	10549.774
984.000	0.009	0.000	11706.833
992.000	0.009	0.000	11491.830
1000.000	0.009	0.000	11276.176
1008.000	0.010	0.000	10544.101
1016.000	0.009	0.000	11651.723
1024.000	0.010	0.000	10615.433
1032.000	0.011	0.000	10045.531
1040.000	0.010	0.000	10417.972
1048.000	0.010	0.000	11102.013
1056.000	0.010	0.000	10459.346
1064.000	0.010	0.000	11181.511
1072.000	0.010	0.000	10300.436
1080.000	0.010	0.000	10926.071
1088.000	0.010	0.000	11057.621
1096.000	0.010	0.000	10605.391
1104.000	0.011	0.000	10040.684
1112.000	0.011	0.000	9996.300
1120.000	0.010	0.000	11058.397
1128.000	0.010	0.000	10663.740
1136.000	0.009	0.000	11787.368
1144.000	0.010	0.000	10246.465
1152.000	0.011	0.000	9935.795
1160.000	0.010	0.000	10570.387
1168.000	0.009	0.000	11442.357
1176.000	0.011	0.000	10093.266
1184.000	0.010	0.000	10835.036
1192.000	0.009	0.000	11234.848
1200.000	0.011	0.000	9982.865
1208.000	0.009	0.000	11308.881
1216.000	0.010	0.000	10279.796
1224.000	0.010	0.000	10773.051
1232.000	0.011	0.000	9897.938
1240.000	0.010	0.000	11005.487
1248.000	0.010	0.000	11093.420
1256.000	0.010	0.000	10315.372
1264.000	0.010	0.000	10551.193
1272.000	0.011	0.000	9888.516
1280.000	0.010	0.000	10513.355
1288.000	0.001	0.000	153696.979
1296.000	0.010	0.000	10651.444
1304.000	0.010	0.000	10940.498
