2304.000	0.000	4.000	0.000	50.000	6755.687	6787.668
2304.000	0.100	4.000	0.000	50.000	6811.173	6829.804
2304.000	0.200	4.000	0.000	50.000	6692.404	6837.503
2304.000	0.300	4.000	0.000	50.000	6685.306	6685.004
2304.000	0.400	4.000	0.000	50.000	6690.590	6749.847
2304.000	0.500	4.000	0.000	50.000	6805.244	6734.063
2304.000	0.600	4.000	0.000	50.000	6687.569	6743.402
2304.000	0.700	4.000	0.000	50.000	6786.116	6849.791
2304.000	0.800	4.000	0.000	50.000	6742.329	6745.396
2304.000	0.900	4.000	0.000	50.000	6728.409	6725.052
2304.000	1.000	4.000	0.000	50.000	6762.000	6677.770
2304.000	1.100	4.000	0.000	50.000	6703.911	6657.051
2304.000	1.200	4.000	0.000	50.000	6798.701	6788.444
2304.000	1.300	4.000	0.000	50.000	6721.088	6700.425
2304.000	1.400	4.000	0.000	50.000	6689.381	6715.911
2304.000	1.500	4.000	0.000	50.000	6734.674	6824.941
2304.000	1.600	4.000	0.000	50.000	6750.461	6521.184
2304.000	1.700	4.000	0.000	50.000	6766.008	6645.990
2304.000	1.800	4.000	0.000	50.000	6675.963	6651.666
2304.000	1.900	4.000	0.000	50.000	6633.327	6676.565
2304.000	2.000	4.000	0.000	50.000	6757.688	6728.715
2304.000	2.100	4.000	0.000	50.000	6676.114	6619.819
2304.000	2.200	4.000	0.000	50.000	6587.958	6796.212
2304.000	2.300	4.000	0.000	50.000	6704.063	6791.394
2304.000	2.400	4.000	0.000	50.000	6801.192	6671.001
2304.000	2.500	4.000	0.000	50.000	6755.226	6674.760
2304.000	2.600	4.000	0.000	50.000	6586.490	6614.193
2304.000	2.700	4.000	0.000	50.000	6367.504	5624.166
2304.000	2.800	4.000	0.000	50.000	5625.705	5663.992
2304.000	2.900	4.000	0.000	50.000	5713.822	5578.992
2304.000	3.000	4.000	0.000	50.000	5615.824	5491.333
2304.000	3.100	4.000	0.000	50.000	5503.883	5500.292
2304.000	3.200	4.000	0.000	50.000	5619.882	5545.275
2304.000	3.300	4.000	0.000	50.000	5504.518	5513.198
2304.000	3.400	4.000	0.000	50.000	5385.040	5363.279
2304.000	3.500	4.000	0.000	50.000	5283.495	5574.879
