0.000	0.014	0.000	7246.119
1.000	0.015	0.000	6715.607
2.000	0.005	0.000	20757.286
3.000	0.005	0.000	22297.802
4.000	0.003	0.000	38658.803
5.000	0.018	0.000	5601.169
6.000	0.004	0.000	25460.264
7.000	0.005	0.000	23734.243
8.000	0.006	0.000	17217.389
9.000	0.005	0.000	22074.749
10.000	0.006	0.000	17354.691
0.000	0.014	0.000	7202.579
1.000	0.015	0.000	6831.531
2.000	0.013	0.000	7849.906
3.000	0.014	0.000	7574.632
4.000	0.014	0.000	7661.127
5.000	0.015	0.000	6951.208
6.000	0.013	0.000	8265.905
7.000	0.014	0.000	7434.449
8.000	0.013	0.000	8079.619
9.000	0.014	0.000	7661.127
10.000	0.015	0.000	6839.390
0.000	0.015	0.000	7125.419
1.000	0.015	0.000	6769.249
2.000	0.013	0.000	7860.082
3.000	0.014	0.000	7555.658
4.000	0.013	0.000	7739.570
5.000	0.015	0.000	6959.325
6.000	0.013	0.000	8367.816
7.000	0.014	0.000	7388.789
8.000	0.013	0.000	8058.218
9.000	0.014	0.000	7527.361
10.000	0.015	0.000	6886.902
0.000	0.014	0.000	7193.929
1.000	0.015	0.000	6823.688
2.000	0.013	0.000	7880.508
3.000	0.014	0.000	7661.127
4.000	0.014	0.000	7670.851
5.000	0.015	0.000	6935.028
6.000	0.013	0.000	8277.113
7.000	0.014	0.000	7489.939
8.000	0.013	0.000	7963.215
9.000	0.014	0.000	7536.772
10.000	0.015	0.000	6910.887
11.000	0.006	0.000	19761.240
12.000	0.005	0.000	20435.691
13.000	0.006	0.000	18024.523
14.000	0.003	0.000	32043.644
15.000	0.007	0.000	15606.634
16.000	0.004	0.000	31297.328
17.000	0.005	0.000	23154.686
18.000	0.006	0.000	18963.055
19.000	0.006	0.000	18430.265
20.000	0.007	0.000	14719.197
200.000	-0.000	-0.000	1950035.895
201.000	-0.000	-0.000	919858.803
202.000	0.000	0.000	1570048.128
203.000	-0.000	-0.000	1249979.034
204.000	-0.000	-0.000	1950035.893
205.000	0.000	0.000	16162666.365
206.000	-0.000	-0.000	1059793.619
207.000	-0.000	-0.000	919858.804
208.000	-0.000	-0.000	478175.766
209.000	0.000	0.000	2862452.477
210.000	0.000	0.000	1280829.462
200.000	-0.000	-0.000	2708740.725
201.000	-0.000	-0.000	1950035.903
202.000	0.000	0.000	4863829.560
203.000	-0.000	-0.000	12219827.133
204.000	-0.000	-0.000	1059793.619
205.000	-0.000	-0.000	658928.584
206.000	0.000	0.000	824847.173
