0.000	190.000	0.000	188.000	62645.492	3668870211.456	60247.429	60942.121	63240.383	60590.148	63914.634	61784.260	61481.070	62046.212	60687.275	60621.786
0.000	202.000	0.000	188.000	61291.734	3668870211.533	57345.014	58803.061	56893.515	58054.239	57319.533	56305.799	55703.362	56735.964	59452.480	57004.322
0.000	216.000	0.000	190.000	65008.569	3668870211.643	65508.653	65607.370	57418.752	58223.101	57584.884	59593.876	59857.086	59049.303	58082.315	58390.010
0.000	249.000	0.000	211.000	57435.796	3668870211.909	63761.356	65796.998	66044.031	65713.824	65085.101	63932.232	66065.328	63173.854	65326.808	63732.188
0.000	261.000	0.000	211.000	58836.835	3668870211.989	58185.167	58770.317	58873.632	60045.929	57844.055	57764.430	57862.313	55872.246	59701.133	57761.557
0.000	279.000	0.000	217.000	58504.764	3668870212.129	59108.428	59055.310	58827.891	56640.009	59723.655	58182.251	56018.723	56385.101	58359.681	56448.156
0.000	301.000	0.000	227.000	65660.554	3668870212.301	65957.734	62915.950	57389.423	59368.369	55687.331	56853.581	57626.805	57648.743	58375.331	57969.211
0.000	396.000	0.000	310.000	65513.582	3668870213.279	65217.940	64099.308	56816.484	56726.724	57486.038	57792.226	57444.321	56400.623	59797.481	57354.457
0.000	444.000	0.000	346.000	66146.882	3668870213.742	65357.454	65476.634	64524.428	65869.170	64796.921	65976.475	64444.438	65335.386	64553.129	65872.907
0.000	456.000	0.000	346.000	57809.492	3668870213.819	58151.166	59325.897	57237.582	57554.433	58480.206	59576.547	58002.033	58002.999	58470.388	57246.049
0.000	496.000	0.000	374.000	57821.969	3668870214.167	57947.029	58142.429	57059.421	58224.074	56741.510	57383.750	58017.492	58156.021	57669.742	56952.124
0.000	523.000	0.000	389.000	59366.345	3668870214.376	58687.135	57590.597	57892.128	57669.742	58300.092	57219.716	59593.876	57907.528	56926.991	57652.560
0.000	679.000	0.000	533.000	63162.397	3668870216.106	63687.904	64414.641	62173.582	59116.454	57425.379	56817.411	57520.216	56890.727	55828.363	57849.820
0.000	811.000	0.000	653.000	56332.208	3668870217.585	58822.923	57708.919	59691.924	59173.702	59011.286	59107.424	57574.413	60594.365	58923.432	57857.508
0.000	866.000	0.000	696.000	58016.526	3668870218.089	56723.952	57028.590	56434.436	57443.374	58711.867	58330.359	57904.640	56209.478	58330.359	58016.526
0.000	887.000	0.000	705.000	58178.364	3668870218.250	58111.387	56450.900	57965.352	57842.134	56061.101	56460.966	56933.505	55977.308	59632.648	58223.101
0.000	1034.000	0.000	840.000	62210.229	3668870219.892	56322.188	57605.837	56672.266	56334.030	57274.290	56703.635	57845.016	58889.559	55309.727	56688.869
0.000	1102.000	0.000	896.000	57618.225	3668870220.599	59008.286	59431.176	58610.105	58407.635	56448.156	58584.473	58245.495	58605.174	59616.317	63228.902
0.000	1114.000	0.000	896.000	62098.204	3668870220.681	63191.046	61729.509	61764.538	59796.455	62956.891	56988.466	57947.993	56564.581	58372.396	64958.859
0.000	1126.000	0.000	896.000	58251.340	3668870220.764	57337.461	58682.191	56579.283	57913.305	58196.834	58542.131	57361.069	58410.574	56697.174	58285.458
0.000	1142.000	0.000	900.000	58443.898	3668870220.888	56621.594	58356.747	57059.421	58737.611	58627.863	58452.725	57162.431	58717.806	56542.543	57870.966
0.000	1157.000	0.000	903.000	57421.592	3668870220.994	58394.905	57279.941	57970.176	58686.146	57489.834	58068.758	57204.679	58937.392	58574.621	57525.916
0.000	1178.000	0.000	912.000	59534.795	3668870221.143	58118.175	59080.354	58424.291	58369.461	58253.288	57315.760	60088.401	59010.286	58186.139	57863.275
0.000	1190.000	0.000	912.000	57573.461	3668870221.216	57493.630	58470.388	58658.472	58208.505	58793.135	60658.738	57601.073	57659.241	58181.279	58877.613
0.000	1229.000	0.000	939.000	58199.751	3668870221.533	59460.600	58807.032	58018.458	57418.752	59686.810	58386.095	58687.135	59281.468	59579.604	58739.592
0.000	1276.000	0.000	974.000	58155.050	3668870221.968	57992.376	57905.603	58796.112	58471.370	58396.863	57335.574	58697.025	57559.189	58369.461	58371.417
0.000	1293.000	0.000	979.000	57585.836	3668870222.111	58625.889	56952.124	58193.916	58124.964	59964.260	58755.446	56824.827	58311.805	57584.884	58057.143
0.000	1350.000	0.000	1024.000	58616.023	3668870222.652	59356.228	60602.799	58917.452	58961.337	58998.291	58955.349	60816.555	59176.718	59280.459	59220.990
0.000	1369.000	0.000	1031.000	60386.353	3668870222.797	59210.922	59158.626	60108.104	58725.726	59365.333	59595.916	59062.320	60255.767	59521.568	59631.627
0.000	1384.000	0.000	1034.000	59467.706	3668870222.899	59415.969	59490.052	58973.317	59713.415	59259.278	59672.493	58889.559	59740.045	58617.010	59030.288
0.000	1404.000	0.000	1042.000	58765.360	3668870223.040	58990.297	58707.909	58260.109	58668.353	60225.551	59158.626	58882.590	59662.272	60579.610	59480.909
0.000	1421.000	0.000	1047.000	59492.085	3668870223.157	58882.590	59132.512	59294.588	58633.785	58415.472	59050.304	59321.855	59095.390	59171.691	59270.371
0.000	1434.000	0.000	1048.000	59068.330	3668870223.241	58977.311	58727.707	59446.392	59744.144	59324.887	58352.836	59571.452	59904.442	58978.310	58862.688
0.000	1446.000	0.000	1048.000	58976.313	3668870223.318	59235.091	58933.403	58935.397	59315.794	59709.321	59957.035	59676.583	60657.682	60562.756	59174.707
0.000	1463.000	0.000	1053.000	58730.677	3668870223.450	58846.775	59628.565	58969.323	59584.701	59005.287	60073.892	58913.466	59714.439	59279.450	60693.620
0.000	1478.000	0.000	1056.000	59339.037	3668870223.562	61091.772	59037.292	58939.386	60445.040	58809.018	60433.503	61123.935	60109.141	59441.319	59381.527
0.000	1502.000	0.000	1068.000	59185.768	3668870223.755	59106.421	58699.004	58922.436	58788.173	59014.285	58899.518	59398.743	59166.665	58642.670	59064.324
0.000	1518.000	0.000	1072.000	59111.437	3668870223.870	59583.681	58840.810	58769.326	59638.775	58845.781	59371.405	60825.051	59104.415	58736.620	58621.943
0.000	1531.000	0.000	1073.000	58974.315	3668870223.953	58431.152	58725.726	60359.145	58321.569	59048.302	59767.724	59249.198	60790.018	59511.398	58376.309
0.000	1543.000	0.000	1073.000	60752.906	3668870224.025	58239.651	58759.411	59181.746	58395.884	59427.120	58619.969	59306.704	59275.415	59791.322	59304.684
0.000	1561.000	0.000	1079.000	58494.938	3668870224.198	58831.865	58725.726	58423.311	58764.368	58596.300	59221.997	58831.865	59250.206	59372.417	59284.495
0.000	1574.000	0.000	1080.000	59087.370	3668870224.284	60071.819	59952.906	58925.426	60532.232	58511.644	58848.764	58681.203	58477.260	59357.239	58524.425
0.000	1589.000	0.000	1083.000	66467.512	3668870224.386	66786.142	60328.826	60078.037	63328.923	64025.075	63273.700	58774.284	58812.990	58647.607	60553.280
0.000	1601.000	0.000	1083.000	59691.924	3668870224.461	59871.491	60512.250	59644.903	59793.375	59147.575	59040.295	58519.508	56750.755	56488.438	57963.423
0.000	1641.000	0.000	1111.000	60154.820	3668870224.796	60156.898	59187.780	58643.657	59662.272	58794.127	59271.380	59159.631	58624.903	60812.307	58712.857
0.000	1656.000	0.000	1114.000	59971.488	3668870224.922	63601.842	65034.059	62531.896	63162.397	63233.494	60189.125	60297.493	63168.125	63447.747	63692.562
0.000	1668.000	0.000	1114.000	61076.774	3668870225.005	58807.032	58946.369	58942.379	59483.956	59572.471	60550.122	58986.301	58589.401	59030.288	60199.528
0.000	1685.000	0.000	1119.000	58509.678	3668870225.137	58911.473	58455.668	59305.694	59574.509	59713.415	60200.568	59297.616	60362.283	59310.743	59050.304
0.000	1705.000	0.000	1127.000	59088.372	3668870225.289	59382.540	59342.070	58731.668	59276.424	58907.487	59316.804	58629.837	59004.288	60433.503	60476.526
0.000	1719.000	0.000	1129.000	58866.667	3668870225.383	58275.706	58670.329	59951.874	58628.850	59108.428	59016.285	60770.926	59023.286	59530.724	59043.297
0.000	1735.000	0.000	1133.000	58489.044	3668870225.492	59142.553	59909.594	60222.427	59022.286	59541.919	59008.286	58960.339	59260.287	59212.936	58631.811
0.000	1749.000	0.000	1135.000	58815.970	3668870225.585	58939.386	58871.642	58782.220	59112.440	59238.113	58682.191	58880.599	60089.438	59017.285	60401.014
0.000	1772.000	0.000	1146.000	60196.407	3668870225.751	58781.228	59146.570	59213.942	58804.054	59082.358	59197.840	59791.322	58823.916	59078.349	58826.897
0.000	1785.000	0.000	1147.000	58665.388	3668870225.836	60086.328	59190.797	58572.651	58769.326	59928.149	58490.026	60524.869	58680.214	58885.577	60210.976
0.000	1799.000	0.000	1149.000	58767.343	3668870225.931	58523.441	59165.660	59732.873	58868.657	59054.309	58940.384	60135.087	59005.287	58464.500	59203.877
0.000	1813.000	0.000	1151.000	59260.287	3668870226.023	59455.525	58889.559	59095.390	58984.303	59708.297	59121.471	58918.449	59995.247	59279.450	60646.064
0.000	1835.000	0.000	1161.000	58779.244	3668870226.187	57811.411	58119.145	59379.502	57869.043	58327.429	57682.159	57832.530	57576.316	58720.776	57966.317
0.000	1850.000	0.000	1164.000	58357.725	3668870226.304	58853.736	59837.547	58830.872	59575.528	60160.015	58906.491	60870.761	58910.476	60108.104	59052.307
0.000	1862.000	0.000	1164.000	67676.364	3668870226.391	67863.610	66141.858	67935.089	68141.098	65872.907	66214.788	67901.978	66101.689	67618.553	68207.819
0.000	1874.000	0.000	1164.000	70031.851	3668870226.478	69726.218	69744.369	68555.537	67773.814	69873.093	67878.159	68711.069	68636.596	67036.802	68459.865
0.000	1886.000	0.000	1164.000	66668.531	3668870226.565	67243.881	67080.699	67801.520	66134.322	66732.398	67437.878	65870.415	67204.956	66200.944	66864.352
0.000	1898.000	0.000	1164.000	66062.822	3668870226.678	68365.800	66359.869	66471.317	67238.689	67689.516	67585.751	66873.338	67221.818	66757.980	65629.623
0.000	1910.000	0.000	1164.000	61427.938	3668870226.756	63108.608	64302.854	70178.603	69457.854	68511.036	70516.765	69154.454	69304.443	67962.927	69573.011
0.000	1922.000	0.000	1164.000	61761.253	3668870226.830	61594.144	63228.902	64120.549	69703.892	65932.762	67282.851	66494.159	67180.327	68987.345	67886.097
0.000	1934.000	0.000	1164.000	61005.098	3668870226.906	61094.987	59668.404	60774.107	60167.290	62391.876	61657.386	62110.385	62129.220	60554.332	60584.879
0.000	1946.000	0.000	1164.000	54529.521	3668870226.979	54106.818	54156.455	53043.832	52668.443	58076.504	64208.021	63028.666	67210.144	66221.083	70632.598
0.000	1958.000	0.000	1164.000	53143.382	3668870227.056	52930.172	48267.910	49090.403	49426.181	49799.315	49259.810	48920.784	49942.846	50659.086	49860.625
0.000	2128.000	0.000	1322.000	65476.634	3668870228.961	65951.489	65691.514	65780.843	66015.240	66405.416	66432.014	73772.856	72716.273	68742.260	69384.519
0.000	2140.000	0.000	1322.000	67661.902	3668870229.037	67761.947	68053.225	67631.684	62590.330	62929.591	63433.881	67217.926	67513.696	67738.225	67813.401
0.000	2152.000	0.000	1322.000	40055.710	3668870229.113	40924.532	39677.430	40413.118	40212.949	41020.447	39965.624	40601.559	40253.382	55626.852	55324.662
0.000	2165.000	0.000	1323.000	40933.670	3668870229.212	40808.494	40411.242	41210.707	40537.292	40894.260	40598.719	40378.448	41085.772	40785.556	40846.302
0.000	2210.000	0.000	1356.000	77564.672	3668870229.626	77583.678	77559.491	77468.062	77423.288	77116.441	77263.561	77225.872	76180.316	76541.931	76862.869
0.000	2222.000	0.000	1356.000	57652.560	3668870229.712	51048.148	51683.694	51639.250	56210.385	57878.660	56908.388	51566.618	57550.630	56282.142	54618.453
0.000	2238.000	0.000	1360.000	67711.888	3668870229.853	60508.045	60988.007	60181.845	60093.585	59467.706	58850.753	59768.749	59258.270	59553.118	59914.747
