1.000	77720.446
3.000	74552.936
5.000	72924.856
7.000	73548.527
9.000	75392.096
11.000	74560.916
13.000	73550.080
15.000	74973.395
17.000	72453.072
19.000	78823.275
21.000	72032.016
23.000	74781.837
25.000	75023.458
27.000	75060.645
29.000	73073.264
31.000	79476.178
33.000	77036.275
35.000	73196.118
37.000	79990.906
39.000	72389.825
41.000	78526.492
43.000	78565.462
45.000	77029.460
47.000	75995.812
49.000	73663.636
51.000	73735.373
53.000	72215.718
55.000	72060.331
57.000	72573.847
59.000	72438.003
61.000	73592.040
63.000	72478.703
65.000	73333.278
67.000	74344.470
69.000	72821.177
71.000	79307.877
73.000	73949.851
75.000	73196.118
77.000	72688.957
79.000	74360.342
81.000	78478.719
83.000	78381.583
85.000	72894.332
87.000	78554.830
89.000	74091.430
91.000	73630.934
93.000	73599.815
95.000	73996.984
97.000	73057.936
99.000	73365.717
101.000	77109.612
103.000	73327.103
105.000	72748.168
107.000	72076.735
109.000	78782.267
111.000	74535.386
113.000	72956.935
115.000	74347.643
117.000	76474.707
119.000	73085.531
121.000	76908.694
123.000	75622.903
125.000	72799.867
127.000	78625.763
129.000	73311.668
131.000	74330.190
133.000	76483.103
135.000	72340.209
137.000	76057.214
139.000	78295.247
141.000	75757.782
143.000	72424.447
145.000	73702.606
147.000	74203.504
149.000	75769.319
151.000	78891.120
153.000	73612.259
155.000	74387.340
157.000	73461.656
159.000	79601.509
161.000	76024.011
163.000	78107.375
165.000	79565.141
167.000	78693.268
169.000	72117.030
171.000	73629.377
173.000	75348.060
175.000	73797.865
177.000	77523.238
179.000	78937.607
181.000	75964.320
183.000	73427.585
185.000	72091.654
187.000	75172.427
189.000	72066.295
191.000	73885.534
193.000	73268.487
195.000	73511.272
197.000	74805.929
199.000	73987.553
201.000	78202.076
203.000	79125.904
205.000	77407.802
207.000	74751.343
209.000	75911.339
211.000	79811.275
213.000	75820.451
215.000	76115.388
217.000	72009.677
219.000	72325.188
221.000	76098.758
223.000	72946.239
225.000	72230.694
227.000	73501.964
229.000	73705.725
231.000	74271.544
233.000	72358.244
235.000	74205.085
237.000	78595.601
239.000	78418.643
241.000	72412.401
243.000	72892.806
245.000	73259.240
247.000	78833.979
249.000	77744.733
251.000	73474.054
253.000	75721.548
255.000	75762.726
257.000	72831.836
259.000	72539.083
261.000	72920.276
263.000	73649.617
265.000	72069.278
267.000	76961.376
269.000	72226.200
271.000	72599.563
273.000	75903.067
275.000	74799.503
277.000	74390.518
279.000	72057.350
281.000	72987.512
283.000	78107.375
285.000	73176.126
287.000	73464.755
289.000	72860.784
291.000	77590.591
293.000	79763.753
295.000	72641.960
297.000	76203.650
299.000	76429.397
301.000	72575.359
303.000	76340.611
305.000	74206.666
307.000	72850.116
309.000	72932.491
311.000	79630.628
313.000	79791.163
315.000	73517.478
317.000	73595.150
319.000	76886.624
321.000	72014.144
323.000	72409.390
325.000	75089.773
327.000	72783.133
329.000	73826.022
331.000	77246.425
333.000	72582.921
335.000	73699.487
337.000	72006.700
339.000	72623.784
341.000	75738.014
343.000	72484.736
345.000	72188.776
347.000	76898.506
349.000	72295.163
351.000	74334.949
353.000	72329.693
