800.000	42028.745	23339.415
801.000	186644.004	4367.353
802.000	26821.123	5475.928
803.000	110598.373	4310.674
804.000	67907.274	5335.587
805.000	37397.343	5580.851
806.000	55568.278	4438.294
807.000	57522.116	4088.471
808.000	14574.475	5346.143
809.000	10255.414	5786.203
810.000	94862.294	4479.605
811.000	101526.380	4086.025
812.000	170449.437	4532.448
813.000	154475.711	5038.960
814.000	204255.437	4802.075
815.000	22308.246	4909.871
816.000	42126.346	4305.095
817.000	59499.199	5241.615
818.000	31230.905	4296.821
819.000	71920.460	5160.987
820.000	94991.654	4162.760
821.000	275616.327	5173.959
822.000	57079.993	4866.514
823.000	85191.371	5081.637
824.000	263880.867	7914.910
825.000	75591.719	4474.374
826.000	106506.145	5014.569
827.000	247352.006	4847.624
828.000	131348.339	5030.474
829.000	393155.347	6011.340
830.000	97178.204	5057.156
831.000	70317.453	5075.676
832.000	154695.263	4180.507
833.000	76280.422	4253.290
834.000	87840.509	4066.052
835.000	102918.385	4043.034
836.000	56733.192	5665.236
837.000	35264.809	5086.899
838.000	11205.619	6307.238
839.000	17059.723	5449.488
840.000	192386.420	4030.052
841.000	57543.023	4947.765
842.000	64704.232	6786.837
843.000	11005.183	4890.705
844.000	12537.081	5037.043
845.000	55649.072	4928.881
846.000	180557.998	4023.822
847.000	111397.811	4598.938
848.000	39873.659	4331.539
849.000	40325.153	4350.904
850.000	4758.746	7362.565
851.000	40801.323	5597.767
852.000	16160.072	4718.767
853.000	1087745.601	4271.259
854.000	5089.174	9291.621
855.000	15060.034	5687.345
856.000	16173.655	4583.734
857.000	9530.461	5412.843
858.000	104021.861	4286.514
859.000	59773.878	5107.008
860.000	114631.515	4172.869
861.000	13392.977	5000.451
862.000	42477.244	5215.970
863.000	53985.215	4204.260
864.000	4462.553	5438.775
865.000	131970.442	4050.425
866.000	4975.052	7387.472
867.000	12439.735	5603.152
868.000	39793.026	5013.429
869.000	402934.197	21666.288
870.000	112484.303	4257.054
871.000	89451.268	4419.422
872.000	36979.245	4691.240
