2048.000	0.000	3.000	0.000	50.000	1149524.818	564948.238
2048.000	0.100	3.000	0.000	50.000	996143.943	466035.277
2048.000	0.200	3.000	0.000	50.000	591802.223	355058.092
2048.000	0.300	3.000	0.000	50.000	338201.376	674225.435
2048.000	0.400	3.000	0.000	50.000	1178094.115	767816.091
2048.000	0.500	3.000	0.000	50.000	298835.535	355419.650
2048.000	0.600	3.000	0.000	50.000	325888.768	833978.828
2048.000	0.700	3.000	0.000	50.000	435215.799	566540.007
2048.000	0.800	3.000	0.000	50.000	556551.471	41059493.174
2048.000	0.900	3.000	0.000	50.000	347978.565	67428.053
2048.000	1.000	3.000	0.000	50.000	139197.780	37709.773
2048.000	1.100	3.000	0.000	50.000	37951.222	27659.303
2048.000	1.200	3.000	0.000	50.000	27597.642	14448.961
2048.000	1.300	3.000	0.000	50.000	15279.850	14830.036
2048.000	1.400	3.000	0.000	50.000	15328.313	12910.789
2048.000	1.500	3.000	0.000	50.000	12957.367	11308.476
2048.000	1.600	3.000	0.000	50.000	11424.992	10000.465
2048.000	1.700	3.000	0.000	50.000	9968.190	9721.174
2048.000	1.800	3.000	0.000	50.000	9786.602	10283.174
2048.000	1.900	3.000	0.000	50.000	10442.968	9782.911
2048.000	2.000	3.000	0.000	50.000	9645.481	8415.259
2048.000	2.100	3.000	0.000	50.000	8195.499	7839.348
2048.000	2.200	3.000	0.000	50.000	7788.360	8089.069
2048.000	2.300	3.000	0.000	50.000	7850.922	7154.045
2048.000	2.400	3.000	0.000	50.000	7266.664	7403.526
2048.000	2.500	3.000	0.000	50.000	7360.020	7687.630
2048.000	2.600	3.000	0.000	50.000	7624.191	7224.985
2048.000	2.700	3.000	0.000	50.000	7232.307	7443.828
2048.000	2.800	3.000	0.000	50.000	7506.549	7083.547
2048.000	2.900	3.000	0.000	50.000	7051.109	6973.652
2048.000	3.000	3.000	0.000	50.000	7066.457	6984.107
2048.000	3.100	3.000	0.000	50.000	6914.739	7119.142
2048.000	3.200	3.000	0.000	50.000	7062.782	6896.318
2048.000	3.300	3.000	0.000	50.000	6785.496	6398.122
2048.000	3.400	3.000	0.000	50.000	6227.496	6217.316
2048.000	3.500	3.000	0.000	50.000	6199.147	6230.411
2048.000	3.600	3.000	0.000	50.000	6241.827	6069.583
2048.000	3.700	3.000	0.000	50.000	6221.411	6018.690
2048.000	3.800	3.000	0.000	50.000	6201.774	5877.732
2048.000	3.900	3.000	0.000	50.000	5746.801	5929.726
2048.000	4.000	3.000	0.000	50.000	5787.764	6123.066
2080.000	0.000	3.000	0.000	50.000	122578.356	139422.695
