-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-5.274	-0.009	21.235
-0.000	-0.000	283257.570
-0.000	-0.000	276814.514
-0.000	-0.000	283015.640
-0.000	-0.000	283176.881
-0.000	-0.000	287643.700
-0.000	-0.000	277573.092
-0.000	-0.000	274580.790
-0.000	-0.000	287898.374
-0.000	-0.000	282555.964
-0.000	-0.000	289444.368
-0.000	-0.000	276399.994
0.075	0.000	1497.753
-0.000	-0.000	242660.093
0.075	0.000	1497.572
-0.000	-0.000	247410.491
0.075	0.000	1497.488
-0.000	-0.000	246155.462
