4898665.941
4830723.525
4675103.445
4656353.096
4637752.549
4600993.738
4719447.088
4777711.659
4777711.659
4476802.806
4643936.197
4546935.249
4546935.249
4582831.983
4650136.357
4403227.276
4784274.426
4535094.312
4431237.534
4656353.096
4643936.197
4564813.046
4631585.346
4576809.885
4348255.828
4613181.759
4436882.404
4476802.806
4414388.778
4419990.776
4370078.873
4289351.074
4471055.967
4364602.601
4381072.746
4386590.451
4375568.903
4570803.594
4348255.828
4436882.404
4278812.161
4476802.806
4488340.919
4386590.451
4442541.674
4505760.036
4482564.438
4425607.010
4403227.276
4476802.806
4576809.885
4465323.863
4471055.967
4431237.534
4517448.090
4436882.404
4607079.688
4607079.688
4523314.886
4414388.778
4643936.197
4700340.082
4375568.903
4499938.660
4564813.046
4619300.016
4552878.935
4419990.776
4613181.759
4662586.478
4375568.903
4263100.539
4465323.863
4476802.806
4431237.534
4505760.036
4471055.967
4196329.294
4386590.451
4546935.249
4348255.828
4408800.963
4535094.312
4442541.674
4386590.451
4310585.416
4268324.910
4476802.806
4588869.949
4471055.967
4499938.660
4419990.776
4305257.145
4453903.636
4465323.863
4370078.873
4353691.130
4442541.674
4600993.738
4425607.010
4600993.738
4576809.885
4582831.983
4499938.660
4643936.197
4511596.493
4535094.312
4337425.836
4348255.828
4375568.903
4326649.658
4453903.636
4364602.601
4494132.307
4453903.636
4535094.312
4637752.549
4471055.967
4529196.940
4505760.036
4494132.307
4607079.688
4414388.778
4541007.061
4511596.493
4594923.846
4397667.664
4459606.438
4558838.180
4414388.778
4465323.863
4482564.438
4482564.438
4392122.073
4471055.967
4471055.967
4299942.030
4321281.624
4289351.074
4315926.893
4326649.658
4268324.910
4465323.863
4386590.451
4332031.045
4268324.910
4337425.836
4186241.996
4353691.130
4284075.136
4353691.130
4146373.148
4546935.249
4386590.451
4465323.863
4364602.601
4386590.451
4448215.400
4442541.674
4397667.664
4488340.919
4326649.658
4359140.037
4263100.539
4196329.294
4381072.746
4242330.322
4650136.357
4459606.438
4353691.130
4570803.594
4476802.806
4448215.400
4431237.534
4375568.903
4370078.873
4552878.935
4375568.903
4482564.438
4511596.493
4348255.828
4364602.601
4326649.658
4453903.636
4442541.674
4310585.416
4482564.438
4252690.070
4289351.074
4397667.664
4321281.624
4403227.276
4392122.073
4237169.352
4353691.130
4126722.151
4494132.307
4386590.451
4326649.658
4499938.660
4337425.836
4453903.636
4465323.863
4582831.983
4332031.045
4431237.534
4511596.493
4471055.967
4408800.963
4353691.130
4499938.660
4408800.963
4392122.073
4252690.070
4403227.276
4386590.451
4392122.073
4459606.438
4419990.776
4625434.523
4465323.863
4348255.828
4650136.357
4552878.935
4453903.636
4419990.776
4431237.534
4403227.276
4564813.046
4321281.624
4442541.674
4546935.249
4494132.307
4414388.778
4600993.738
4403227.276
4425607.010
4273562.102
4546935.249
4552878.935
4397667.664
4375568.903
4326649.658
4310585.416
4397667.664
4353691.130
4453903.636
4425607.010
4403227.276
4582831.983
4364602.601
4305257.145
4375568.903
4453903.636
4299942.030
4386590.451
4370078.873
4419990.776	43302278.437	27565561.321	22387596.831
4523314.886	49923471.054	32900480.203	21294929.212
4397667.664	47924919.147	37634879.288	20787639.817
4392122.073	47293825.442	31095078.326	19082910.379
4305257.145	58935006.851	31382091.804	18000395.789
4414388.778	73385922.163	30813267.189	20542951.949
4226884.993	52862762.385	31095078.326	19401115.358
4232020.925	57062254.813	31972312.842	19293874.432
4425607.010	44372270.134	30536518.218	22104050.685
4414388.778	45496480.171	28252752.551	22532115.467
4535094.312	40381036.815	30813267.189	20787639.817
4408800.963	48573083.403	31674453.020	20186533.433
4431237.534	66583303.666	23555056.578	21425643.931
4386590.451	40840228.104	28730236.425	19401115.358
4315926.893	38231725.220	35661162.756	21691947.403
4326649.658	59918248.953	23719386.387	20787639.817
4257888.941	67841028.920	21887067.647	19082910.379
4381072.746	64202755.258	22465554.456	21691947.403
